mission_id,drone_id,mission_date,mission_start_time,manufacturer,mission_type,battery_health_pct,battery_start_pct,wind_speed_mps,signal_strength_pct,gps_accuracy_m,payload_utilization_pct,maintenance_due,days_since_last_service,operator_experience_years,maintenance_risk,wind_risk,signal_risk,gps_risk,battery_risk,start_battery_risk,payload_risk,service_risk,ai_schedule_risk_score,schedule_priority
MSN-2024-004863,DRN-0600,2024-12-05,09:29:51,Autel,Bridge Inspection,97.72,93.73,0.56,83.53,1.0,26.26,No,12,7.1,0,0.037333333333333336,0.03674999999999997,0.2,0.0,0.0,0.2626,0.1,7.383633333333334,High priority / low risk
MSN-2021-013680,DRN-0304,2021-11-29,13:59:42,Custom,Thermal Inspection,100.0,99.78,3.12,84.64,0.54,26.18,No,4,1.1,0,0.20800000000000002,0.008999999999999985,0.016000000000000014,0.0,0.0,0.2618,0.03333333333333333,7.389733333333331,High priority / low risk
MSN-2026-003404,DRN-0705,2026-05-23,17:20:43,Parrot,Bridge Inspection,94.1,94.03,2.25,99.74,0.26,5.38,No,44,5.6,0,0.15,0.0,0.0,0.0,0.0,0.0538,0.36666666666666664,7.397066666666667,High priority / low risk
MSN-2026-009898,DRN-0564,2026-01-02,17:30:34,Parrot,Safety Monitoring,90.15,84.35,2.08,93.88,0.84,19.24,No,11,7.4,0,0.13866666666666666,0.0,0.13599999999999998,0.0,0.0,0.1924,0.09166666666666666,7.4105333333333325,High priority / low risk
MSN-2021-009678,DRN-0456,2021-06-16,01:18:22,Custom,Road Survey,100.0,93.18,2.43,81.96,0.5,8.26,No,22,8.0,0,0.162,0.07600000000000015,0.0,0.0,0.0,0.08259999999999999,0.18333333333333332,7.426133333333334,High priority / low risk
MSN-2024-005070,DRN-0424,2024-01-22,08:33:48,DJI,Thermal Inspection,94.52,93.33,3.47,83.6,0.19,5.85,No,15,4.2,0,0.23133333333333334,0.03500000000000014,0.0,0.0,0.0,0.058499999999999996,0.125,7.437333333333336,High priority / low risk
MSN-2026-012771,DRN-0290,2026-03-05,20:12:03,Autel,Road Survey,93.44,78.71,0.53,86.25,1.24,18.47,No,10,3.7,0,0.035333333333333335,0.0,0.296,0.0,0.025800000000000125,0.18469999999999998,0.08333333333333333,7.438666666666668,High priority / low risk
MSN-2021-013850,DRN-0555,2021-06-12,11:48:31,Custom,Perimeter Surveillance,94.54,92.73,1.74,87.96,0.55,27.52,No,29,1.0,0,0.116,0.0,0.020000000000000018,0.0,0.0,0.2752,0.24166666666666667,7.450266666666668,High priority / low risk
MSN-2025-009389,DRN-0146,2025-07-18,22:13:19,Custom,Perimeter Surveillance,90.4,96.01,2.76,81.78,0.39,22.35,No,2,4.1,0,0.184,0.08049999999999997,0.0,0.0,0.0,0.2235,0.016666666666666666,7.451666666666666,High priority / low risk
MSN-2026-006094,DRN-0221,2026-03-05,00:34:58,Custom,Network Site Survey,88.79,99.39,2.59,85.11,0.61,21.54,No,9,5.5,0,0.17266666666666666,0.0,0.044,0.040333333333333124,0.0,0.21539999999999998,0.075,7.452533333333331,High priority / low risk
MSN-2021-002382,DRN-0515,2021-03-17,12:50:26,DJI,Wind Turbine Inspection,87.03,81.57,2.78,83.88,0.27,13.58,No,5,7.5,0,0.18533333333333332,0.028000000000000115,0.0,0.09899999999999996,0.0,0.1358,0.041666666666666664,7.470400000000001,High priority / low risk
MSN-2023-010216,DRN-0174,2023-08-16,00:43:22,Custom,Safety Monitoring,89.65,99.06,1.33,95.95,0.38,13.99,No,51,6.3,0,0.08866666666666667,0.0,0.0,0.011666666666666476,0.0,0.1399,0.425,7.483199999999998,High priority / low risk
MSN-2022-014290,DRN-0592,2022-01-12,04:18:04,DJI,Site Survey,96.24,86.89,1.89,96.97,0.48,24.52,No,33,3.7,0,0.126,0.0,0.0,0.0,0.0,0.2452,0.275,7.483600000000001,High priority / low risk
MSN-2025-002167,DRN-0666,2025-02-03,13:48:06,Autel,Search and Rescue,92.1,79.87,4.37,88.98,0.48,6.32,No,7,8.2,0,0.29133333333333333,0.0,0.0,0.0,0.0025999999999999092,0.0632,0.058333333333333334,7.5190666666666655,High priority / low risk
MSN-2023-006564,DRN-0622,2023-10-11,15:57:03,Custom,Bridge Inspection,99.97,93.46,3.15,83.06,0.22,20.18,No,5,5.3,0,0.21,0.048499999999999946,0.0,0.0,0.0,0.2018,0.041666666666666664,7.524066666666665,High priority / low risk
MSN-2024-001504,DRN-0311,2024-06-23,22:19:27,DJI,Search and Rescue,92.47,86.04,1.24,76.08,0.42,4.5,No,16,5.2,0,0.08266666666666667,0.22300000000000003,0.0,0.0,0.0,0.045,0.13333333333333333,7.526,High priority / low risk
MSN-2023-012220,DRN-0694,2023-01-07,18:19:16,DJI,Network Site Survey,85.07,95.85,2.15,87.02,0.44,19.74,No,6,4.1,0,0.14333333333333334,0.0,0.0,0.16433333333333355,0.0,0.1974,0.05,7.5332000000000034,High priority / low risk
MSN-2022-009027,DRN-0269,2022-06-02,09:16:21,Parrot,Tower Inspection,91.07,91.62,1.34,92.45,0.65,34.12,No,24,6.7,0,0.08933333333333333,0.0,0.06000000000000001,0.0,0.0,0.34119999999999995,0.2,7.534933333333334,High priority / low risk
MSN-2023-002265,DRN-0318,2023-09-19,08:21:55,Custom,Field Mapping,96.66,99.46,2.19,81.91,0.54,23.47,No,10,7.5,0,0.146,0.07725000000000008,0.016000000000000014,0.0,0.0,0.2347,0.08333333333333333,7.537433333333335,High priority / low risk
MSN-2026-014310,DRN-0241,2026-01-01,01:36:39,Custom,Network Site Survey,82.6,95.11,1.26,97.08,0.33,4.27,No,23,7.4,0,0.084,0.0,0.0,0.24666666666666687,0.0,0.042699999999999995,0.19166666666666668,7.559600000000004,High priority / low risk
MSN-2024-012887,DRN-0593,2024-10-20,02:56:37,DJI,Wind Turbine Inspection,94.06,82.03,3.59,86.01,0.48,0.59,No,27,1.7,0,0.23933333333333331,0.0,0.0,0.0,0.0,0.0059,0.225,7.5625333333333336,High priority / low risk
MSN-2022-002641,DRN-0516,2022-12-01,15:08:50,Parrot,Thermal Inspection,97.88,87.1,1.35,91.58,0.69,6.79,No,48,5.5,0,0.09000000000000001,0.0,0.07599999999999998,0.0,0.0,0.0679,0.4,7.587200000000001,High priority / low risk
MSN-2023-012157,DRN-0128,2023-03-30,18:34:15,Parrot,Solar Farm Inspection,92.85,89.9,0.99,98.4,0.31,27.75,No,47,3.6,0,0.066,0.0,0.0,0.0,0.0,0.2775,0.39166666666666666,7.588666666666668,High priority / low risk
MSN-2024-001822,DRN-0105,2024-04-24,06:57:21,DJI,Road Survey,92.82,97.6,0.93,83.0,1.1,15.22,No,9,6.6,0,0.062000000000000006,0.05,0.24000000000000005,0.0,0.0,0.1522,0.075,7.5916000000000015,High priority / low risk
MSN-2025-011679,DRN-0382,2025-01-07,18:37:04,Parrot,Road Survey,92.17,90.39,0.81,97.26,0.23,28.15,No,50,4.8,0,0.054000000000000006,0.0,0.0,0.0,0.0,0.2815,0.4166666666666667,7.606666666666667,High priority / low risk
MSN-2025-014829,DRN-0252,2025-02-16,23:23:19,Custom,Emergency Response,93.91,95.76,2.93,82.12,0.16,0.18,No,24,3.8,0,0.19533333333333333,0.07199999999999988,0.0,0.0,0.0,0.0018,0.2,7.607733333333331,High priority / low risk
MSN-2026-010596,DRN-0459,2026-03-05,14:45:38,Parrot,Wind Turbine Inspection,95.24,83.4,1.4,88.07,0.51,26.04,No,41,8.2,0,0.09333333333333332,0.0,0.0040000000000000036,0.0,0.0,0.26039999999999996,0.3416666666666667,7.6091999999999995,High priority / low risk
MSN-2022-006528,DRN-0736,2022-10-03,06:34:20,Custom,Safety Monitoring,95.97,97.29,2.6,93.29,0.6,10.59,No,29,7.3,0,0.17333333333333334,0.0,0.039999999999999994,0.0,0.0,0.1059,0.24166666666666667,7.6372,High priority / low risk
MSN-2023-013225,DRN-0604,2023-12-26,11:30:04,Parrot,Thermal Inspection,88.64,98.15,2.64,97.12,0.54,12.4,No,23,7.9,0,0.17600000000000002,0.0,0.016000000000000014,0.045333333333333316,0.0,0.124,0.19166666666666668,7.639333333333334,High priority / low risk
MSN-2024-008760,DRN-0250,2024-12-12,20:19:22,DJI,Wind Turbine Inspection,91.69,99.53,0.52,97.28,0.38,26.71,No,57,7.7,0,0.034666666666666665,0.0,0.0,0.0,0.0,0.2671,0.475,7.649466666666667,High priority / low risk
MSN-2026-013468,DRN-0232,2026-01-18,05:40:58,Autel,Network Site Survey,88.77,96.44,2.11,84.27,0.66,11.58,No,22,5.2,0,0.14066666666666666,0.0182500000000001,0.06400000000000002,0.041000000000000134,0.0,0.1158,0.18333333333333332,7.652900000000004,High priority / low risk
MSN-2025-010513,DRN-0224,2025-01-30,20:58:08,Custom,Site Survey,92.09,84.45,1.08,94.09,0.72,1.09,No,57,3.9,0,0.07200000000000001,0.0,0.088,0.0,0.0,0.0109,0.475,7.6532,High priority / low risk
MSN-2023-004725,DRN-0479,2023-08-20,17:26:34,Autel,Site Survey,91.36,87.04,1.48,79.57,0.62,6.83,No,22,4.6,0,0.09866666666666667,0.13575000000000018,0.048,0.0,0.0,0.0683,0.18333333333333332,7.665900000000003,High priority / low risk
MSN-2021-010701,DRN-0565,2021-03-02,18:46:51,Parrot,Site Survey,96.36,88.52,2.49,89.16,0.93,2.45,No,17,2.0,0,0.166,0.0,0.17200000000000001,0.0,0.0,0.0245,0.14166666666666666,7.672666666666666,High priority / low risk
MSN-2026-005606,DRN-0609,2026-05-04,13:48:08,Parrot,Stockpile Measurement,90.21,86.36,3.21,87.35,0.28,12.11,No,24,1.1,0,0.214,0.0,0.0,0.0,0.0,0.1211,0.2,7.6768,High priority / low risk
MSN-2022-006948,DRN-0550,2022-02-01,13:45:43,Custom,Network Site Survey,93.67,89.19,1.2,89.91,0.23,22.93,No,49,2.8,0,0.08,0.0,0.0,0.0,0.0,0.2293,0.4083333333333333,7.677733333333333,High priority / low risk
MSN-2022-014125,DRN-0467,2022-01-19,16:25:12,Custom,Safety Monitoring,97.72,95.85,3.57,83.16,0.65,7.59,No,2,3.4,0,0.238,0.04600000000000008,0.06000000000000001,0.0,0.0,0.0759,0.016666666666666666,7.6778666666666675,High priority / low risk
MSN-2021-005266,DRN-0268,2021-10-14,00:46:12,DJI,Emergency Response,91.61,84.24,2.69,87.52,0.22,22.79,No,23,7.6,0,0.17933333333333332,0.0,0.0,0.0,0.0,0.2279,0.19166666666666668,7.6852,High priority / low risk
MSN-2022-004547,DRN-0353,2022-06-08,21:58:02,Custom,Crop Health Survey,98.64,88.16,2.08,98.12,0.72,25.16,No,17,5.8,0,0.13866666666666666,0.0,0.088,0.0,0.0,0.2516,0.14166666666666666,7.712133333333332,High priority / low risk
MSN-2021-004719,DRN-0728,2021-03-30,10:24:34,DJI,Site Survey,97.21,88.41,2.25,85.12,0.62,26.16,No,20,3.2,0,0.15,0.0,0.048,0.0,0.0,0.2616,0.16666666666666666,7.731466666666667,High priority / low risk
MSN-2021-008455,DRN-0235,2021-08-08,03:44:16,Custom,Safety Monitoring,85.62,80.58,1.48,98.26,0.45,29.41,No,14,1.8,0,0.09866666666666667,0.0,0.0,0.14599999999999985,0.0,0.29410000000000003,0.11666666666666667,7.734133333333333,High priority / low risk
MSN-2021-010460,DRN-0515,2021-12-06,09:53:10,Custom,Wind Turbine Inspection,93.35,81.18,0.9,80.89,0.71,12.3,No,29,7.2,0,0.060000000000000005,0.10274999999999998,0.08399999999999999,0.0,0.0,0.12300000000000001,0.24166666666666667,7.746166666666666,High priority / low risk
MSN-2023-004516,DRN-0653,2023-04-16,20:24:48,DJI,Network Site Survey,96.87,95.51,0.63,90.82,1.38,12.27,No,11,3.8,0,0.042,0.0,0.352,0.0,0.0,0.12269999999999999,0.09166666666666666,7.7502666666666675,High priority / low risk
MSN-2025-000516,DRN-0498,2025-09-30,02:32:50,Custom,Search and Rescue,99.62,85.34,3.47,98.0,0.31,7.35,No,25,4.8,0,0.23133333333333334,0.0,0.0,0.0,0.0,0.0735,0.20833333333333334,7.7606666666666655,High priority / low risk
MSN-2026-011395,DRN-0173,2026-01-02,03:25:42,Custom,Precision Spraying,98.05,86.82,0.6,98.88,0.62,26.63,No,49,7.1,0,0.04,0.0,0.048,0.0,0.0,0.2663,0.4083333333333333,7.7657333333333325,High priority / low risk
MSN-2022-010870,DRN-0435,2022-06-26,02:59:15,Autel,Field Mapping,99.47,86.85,1.33,95.57,0.49,34.22,No,37,2.3,0,0.08866666666666667,0.0,0.0,0.0,0.0,0.3422,0.30833333333333335,7.771600000000001,High priority / low risk
MSN-2024-001118,DRN-0155,2024-08-02,19:22:36,Custom,Stockpile Measurement,95.84,78.27,2.26,92.6,0.26,22.11,No,29,2.0,0,0.15066666666666664,0.0,0.0,0.0,0.03460000000000008,0.2211,0.24166666666666667,7.776933333333334,High priority / low risk
MSN-2021-004611,DRN-0666,2021-02-20,01:57:20,Custom,Crop Health Survey,99.84,83.83,2.62,82.22,0.18,2.4,No,30,7.0,0,0.17466666666666666,0.06950000000000003,0.0,0.0,0.0,0.024,0.25,7.785666666666667,High priority / low risk
MSN-2022-004929,DRN-0363,2022-09-12,22:48:28,DJI,Power Line Inspection,96.95,94.59,2.84,95.47,0.72,12.2,No,17,5.8,0,0.18933333333333333,0.0,0.088,0.0,0.0,0.122,0.14166666666666666,7.79,High priority / low risk
MSN-2023-006320,DRN-0551,2023-02-14,18:08:36,Custom,Power Line Inspection,94.93,79.59,0.75,84.49,0.96,22.76,No,24,3.7,0,0.05,0.012750000000000128,0.184,0.0,0.008199999999999931,0.22760000000000002,0.2,7.791900000000003,High priority / low risk
MSN-2021-013565,DRN-0558,2021-12-12,09:49:30,DJI,Solar Farm Inspection,98.2,90.0,0.78,86.14,0.52,25.46,No,54,8.1,0,0.052000000000000005,0.0,0.008000000000000007,0.0,0.0,0.2546,0.45,7.7928,High priority / low risk
MSN-2021-002409,DRN-0701,2021-01-14,23:24:45,DJI,Tower Inspection,94.29,80.11,1.68,98.46,0.62,31.34,No,26,6.3,0,0.112,0.0,0.048,0.0,0.0,0.3134,0.21666666666666667,7.809866666666668,High priority / low risk
MSN-2023-002090,DRN-0486,2023-06-22,15:21:31,Custom,Medical Delivery,91.15,85.64,2.19,91.13,0.43,18.96,No,37,2.5,0,0.146,0.0,0.0,0.0,0.0,0.18960000000000002,0.30833333333333335,7.812133333333334,High priority / low risk
MSN-2021-011579,DRN-0117,2021-10-11,16:35:43,DJI,Perimeter Surveillance,90.01,97.15,3.39,97.47,0.34,11.61,No,23,6.9,0,0.226,0.0,0.0,0.0,0.0,0.1161,0.19166666666666668,7.817466666666667,High priority / low risk
MSN-2022-005782,DRN-0737,2022-04-24,19:14:41,Custom,Perimeter Surveillance,96.25,78.68,3.62,96.24,0.34,17.35,No,11,7.6,0,0.24133333333333334,0.0,0.0,0.0,0.026399999999999865,0.17350000000000002,0.09166666666666666,7.825199999999999,High priority / low risk
MSN-2023-010436,DRN-0488,2023-02-14,07:39:11,Autel,Bridge Inspection,92.21,93.52,1.06,75.69,0.83,0.85,No,2,2.5,0,0.07066666666666667,0.23275000000000007,0.13199999999999998,0.0,0.0,0.0085,0.016666666666666666,7.826833333333334,High priority / low risk
MSN-2022-005309,DRN-0596,2022-09-17,16:41:33,Autel,Site Survey,88.98,86.02,3.03,90.68,0.78,9.52,No,7,2.3,0,0.20199999999999999,0.0,0.11200000000000002,0.03399999999999987,0.0,0.09519999999999999,0.058333333333333334,7.832933333333332,High priority / low risk
MSN-2023-011563,DRN-0452,2023-05-09,16:25:02,Custom,Safety Monitoring,89.8,80.63,2.18,95.16,0.44,20.35,No,35,5.1,0,0.14533333333333334,0.0,0.0,0.006666666666666762,0.0,0.20350000000000001,0.2916666666666667,7.8353333333333355,High priority / low risk
MSN-2022-014816,DRN-0502,2022-02-07,04:36:29,DJI,Thermal Inspection,88.75,84.94,1.45,81.85,0.68,17.1,No,16,4.2,0,0.09666666666666666,0.07875000000000014,0.07200000000000002,0.041666666666666664,0.0,0.171,0.13333333333333333,7.836833333333337,High priority / low risk
MSN-2025-012227,DRN-0641,2025-06-10,02:12:20,DJI,Stockpile Measurement,85.83,84.44,1.98,88.91,0.54,21.05,No,13,7.0,0,0.132,0.0,0.016000000000000014,0.13900000000000007,0.0,0.21050000000000002,0.10833333333333334,7.841333333333335,High priority / low risk
MSN-2021-014146,DRN-0425,2021-05-16,10:43:11,DJI,Field Mapping,100.0,96.82,1.75,85.05,0.53,27.47,No,35,8.2,0,0.11666666666666667,0.0,0.01200000000000001,0.0,0.0,0.2747,0.2916666666666667,7.848933333333334,High priority / low risk
MSN-2021-010146,DRN-0726,2021-05-04,09:38:08,DJI,Crop Health Survey,95.22,83.5,1.26,84.34,1.23,8.82,No,11,6.9,0,0.084,0.016499999999999914,0.292,0.0,0.0,0.0882,0.09166666666666666,7.855266666666664,High priority / low risk
MSN-2021-012515,DRN-0383,2021-04-05,00:09:56,Custom,Emergency Response,90.8,88.97,1.71,75.1,0.36,5.97,No,5,4.7,0,0.114,0.24750000000000014,0.0,0.0,0.0,0.059699999999999996,0.041666666666666664,7.8572666666666695,High priority / low risk
MSN-2022-010891,DRN-0650,2022-02-28,07:43:28,Custom,Emergency Response,95.11,86.36,2.16,85.87,0.43,5.5,No,51,8.4,0,0.14400000000000002,0.0,0.0,0.0,0.0,0.055,0.425,7.858000000000001,High priority / low risk
MSN-2025-004701,DRN-0425,2025-09-09,09:44:50,Custom,Tower Inspection,94.9,96.36,1.21,88.86,0.32,27.17,No,47,5.2,0,0.08066666666666666,0.0,0.0,0.0,0.0,0.2717,0.39166666666666666,7.864933333333333,High priority / low risk
MSN-2025-006863,DRN-0215,2025-08-22,08:57:27,DJI,Site Survey,94.44,86.97,0.8,80.21,0.37,22.69,No,33,6.7,0,0.05333333333333334,0.11975000000000016,0.0,0.0,0.0,0.22690000000000002,0.275,7.894033333333336,High priority / low risk
MSN-2022-003414,DRN-0288,2022-10-30,08:15:46,Custom,Emergency Response,96.69,99.11,0.88,96.63,0.32,25.4,No,55,1.4,0,0.058666666666666666,0.0,0.0,0.0,0.0,0.254,0.4583333333333333,7.906000000000001,High priority / low risk
MSN-2024-000946,DRN-0635,2024-12-09,00:15:45,Autel,Network Site Survey,86.27,85.17,3.16,97.01,0.22,8.79,No,10,1.9,0,0.21066666666666667,0.0,0.0,0.12433333333333346,0.0,0.08789999999999999,0.08333333333333333,7.911866666666668,High priority / low risk
MSN-2021-005533,DRN-0661,2021-12-03,03:10:53,Autel,Search and Rescue,91.29,87.68,1.21,88.62,0.55,9.68,No,61,0.7,0,0.08066666666666666,0.0,0.020000000000000018,0.0,0.0,0.0968,0.5083333333333333,7.9124,High priority / low risk
MSN-2023-001245,DRN-0344,2023-02-23,12:02:34,DJI,Road Survey,90.52,81.71,1.13,87.96,1.27,21.29,No,3,3.0,0,0.07533333333333332,0.0,0.308,0.0,0.0,0.21289999999999998,0.025,7.922533333333334,High priority / low risk
MSN-2026-007002,DRN-0197,2026-05-25,16:12:36,Custom,Network Site Survey,85.6,80.56,0.71,92.06,0.68,23.03,No,24,4.9,0,0.04733333333333333,0.0,0.07200000000000002,0.14666666666666686,0.0,0.2303,0.2,7.94506666666667,High priority / low risk
MSN-2021-004761,DRN-0521,2021-09-23,05:44:10,Parrot,Thermal Inspection,84.17,98.08,1.67,89.92,0.45,10.78,No,23,3.0,0,0.11133333333333333,0.0,0.0,0.19433333333333327,0.0,0.10779999999999999,0.19166666666666668,7.949066666666667,High priority / low risk
MSN-2022-008528,DRN-0187,2022-09-07,11:17:38,Parrot,Search and Rescue,92.57,88.92,3.08,94.9,0.82,6.07,No,14,4.4,0,0.20533333333333334,0.0,0.12799999999999997,0.0,0.0,0.060700000000000004,0.11666666666666667,7.961600000000001,High priority / low risk
MSN-2023-008980,DRN-0377,2023-12-05,23:07:00,DJI,Power Line Inspection,92.33,93.85,2.87,98.39,0.54,25.43,No,18,1.5,0,0.19133333333333333,0.0,0.016000000000000014,0.0,0.0,0.25429999999999997,0.15,7.967733333333333,High priority / low risk
MSN-2025-001533,DRN-0304,2025-12-13,23:20:57,DJI,Safety Monitoring,91.66,88.93,0.82,88.83,0.95,5.17,No,46,6.9,0,0.05466666666666666,0.0,0.18,0.0,0.0,0.051699999999999996,0.38333333333333336,7.969600000000001,High priority / low risk
MSN-2023-002788,DRN-0701,2023-05-30,07:00:58,Parrot,Bridge Inspection,86.89,85.81,1.07,87.14,0.58,5.24,No,49,2.9,0,0.07133333333333333,0.0,0.03199999999999999,0.10366666666666664,0.0,0.0524,0.4083333333333333,7.9712000000000005,High priority / low risk
MSN-2026-001651,DRN-0569,2026-06-01,13:58:00,Parrot,Power Line Inspection,91.82,84.77,2.35,86.71,0.64,20.9,No,25,2.1,0,0.15666666666666668,0.0,0.05600000000000001,0.0,0.0,0.209,0.20833333333333334,7.986,High priority / low risk
MSN-2022-003941,DRN-0687,2022-11-22,19:19:13,Parrot,Crop Health Survey,90.64,87.31,1.92,93.8,0.26,12.6,No,50,5.6,0,0.128,0.0,0.0,0.0,0.0,0.126,0.4166666666666667,7.990666666666668,High priority / low risk
MSN-2024-006209,DRN-0384,2024-01-22,23:48:26,Custom,Field Mapping,93.34,93.93,1.6,93.27,0.44,1.82,No,66,3.5,0,0.10666666666666667,0.0,0.0,0.0,0.0,0.0182,0.55,7.992266666666667,High priority / low risk
MSN-2021-002699,DRN-0247,2021-12-31,03:04:20,Autel,Search and Rescue,94.02,96.35,1.03,99.4,0.72,17.72,No,46,2.2,0,0.06866666666666667,0.0,0.088,0.0,0.0,0.1772,0.38333333333333336,7.993600000000001,High priority / low risk
MSN-2024-003246,DRN-0539,2024-02-19,21:33:56,Parrot,Thermal Inspection,88.93,84.86,0.79,76.21,0.66,13.57,No,5,8.4,0,0.05266666666666667,0.21975000000000017,0.06400000000000002,0.03566666666666644,0.0,0.13570000000000002,0.041666666666666664,8.011766666666666,High priority / low risk
MSN-2022-013603,DRN-0146,2022-03-31,13:57:39,DJI,Bridge Inspection,95.39,85.16,1.31,80.99,0.34,24.46,No,28,1.3,0,0.08733333333333333,0.10025000000000013,0.0,0.0,0.0,0.2446,0.23333333333333334,8.01596666666667,High priority / low risk
MSN-2026-010842,DRN-0355,2026-07-24,11:43:02,Custom,Solar Farm Inspection,93.46,95.53,2.95,88.71,1.05,7.67,No,0,7.2,0,0.19666666666666668,0.0,0.22000000000000003,0.0,0.0,0.0767,0.0,8.020266666666668,High priority / low risk
MSN-2022-008371,DRN-0649,2022-03-05,12:37:38,Parrot,Search and Rescue,89.93,81.5,0.86,99.16,0.46,5.97,No,75,6.4,0,0.05733333333333333,0.0,0.0,0.002333333333333106,0.0,0.059699999999999996,0.625,8.021599999999998,High priority / low risk
MSN-2023-009347,DRN-0409,2023-01-30,01:26:37,Custom,Crop Health Survey,93.87,86.31,1.05,84.01,1.01,8.65,No,30,1.6,0,0.07,0.024749999999999873,0.20400000000000001,0.0,0.0,0.08650000000000001,0.25,8.033499999999998,High priority / low risk
MSN-2021-007771,DRN-0278,2021-03-03,13:25:55,Custom,Site Survey,95.5,83.94,4.18,86.03,0.41,8.17,No,15,1.2,0,0.2786666666666667,0.0,0.0,0.0,0.0,0.0817,0.125,8.034266666666666,High priority / low risk
MSN-2022-012774,DRN-0125,2022-02-04,06:52:58,DJI,Emergency Response,92.99,97.72,4.86,92.76,0.17,8.23,No,3,5.3,0,0.324,0.0,0.0,0.0,0.0,0.0823,0.025,8.036399999999999,High priority / low risk
MSN-2021-008803,DRN-0660,2021-08-09,02:48:56,Autel,Field Mapping,86.42,82.37,0.65,83.32,0.6,27.27,No,23,7.6,0,0.043333333333333335,0.04200000000000017,0.039999999999999994,0.11933333333333328,0.0,0.2727,0.19166666666666668,8.038266666666669,High priority / low risk
MSN-2023-002789,DRN-0477,2023-06-25,04:10:39,Custom,Tower Inspection,95.8,79.24,0.74,84.19,0.93,12.27,No,37,3.0,0,0.04933333333333333,0.020250000000000056,0.17200000000000001,0.0,0.015200000000000102,0.12269999999999999,0.30833333333333335,8.044366666666669,High priority / low risk
MSN-2021-005957,DRN-0122,2021-06-13,17:40:43,Parrot,Safety Monitoring,97.87,80.62,1.16,79.61,0.59,2.09,No,39,2.1,0,0.07733333333333332,0.13475,0.03599999999999999,0.0,0.0,0.0209,0.325,8.048033333333334,High priority / low risk
MSN-2025-003286,DRN-0109,2025-03-07,08:35:25,Custom,Medical Delivery,89.02,97.29,3.37,95.18,0.31,27.92,No,5,6.2,0,0.22466666666666668,0.0,0.0,0.0326666666666668,0.0,0.2792,0.041666666666666664,8.050266666666667,High priority / low risk
MSN-2023-009371,DRN-0566,2023-08-31,02:54:27,Parrot,Power Line Inspection,97.88,91.39,3.39,99.49,0.46,6.22,No,31,2.0,0,0.226,0.0,0.0,0.0,0.0,0.0622,0.25833333333333336,8.052933333333334,High priority / low risk
MSN-2023-009244,DRN-0435,2023-03-03,16:07:27,DJI,Construction Progress,88.77,90.93,3.04,88.82,0.21,14.88,No,22,3.3,0,0.20266666666666666,0.0,0.0,0.041000000000000134,0.0,0.14880000000000002,0.18333333333333332,8.056400000000002,High priority / low risk
MSN-2023-006886,DRN-0190,2023-07-11,11:14:57,Custom,Safety Monitoring,90.35,84.73,2.88,93.93,0.57,23.32,No,19,7.6,0,0.192,0.0,0.02799999999999998,0.0,0.0,0.2332,0.15833333333333333,8.064933333333334,High priority / low risk
MSN-2021-009449,DRN-0236,2021-11-21,20:19:20,DJI,Network Site Survey,89.85,94.69,0.76,89.59,0.42,6.85,No,76,5.0,0,0.050666666666666665,0.0,0.0,0.005000000000000189,0.0,0.06849999999999999,0.6333333333333333,8.066000000000004,High priority / low risk
MSN-2021-006975,DRN-0295,2021-12-29,11:31:56,Custom,Road Survey,95.79,95.05,1.17,74.76,0.5,4.11,No,17,2.7,0,0.078,0.2559999999999999,0.0,0.0,0.0,0.041100000000000005,0.14166666666666666,8.069466666666667,High priority / low risk
MSN-2026-014925,DRN-0771,2026-04-25,02:59:56,Custom,Wind Turbine Inspection,84.76,85.36,2.67,83.81,0.26,1.13,No,13,5.5,0,0.178,0.029749999999999943,0.0,0.1746666666666665,0.0,0.0113,0.10833333333333334,8.070566666666663,High priority / low risk
MSN-2026-007366,DRN-0575,2026-02-19,17:22:15,Custom,Wind Turbine Inspection,84.86,92.61,1.87,85.28,0.83,11.44,No,2,5.1,0,0.12466666666666668,0.0,0.13199999999999998,0.17133333333333337,0.0,0.1144,0.016666666666666666,8.0712,High priority / low risk
MSN-2022-004214,DRN-0556,2022-09-16,05:32:02,Parrot,Site Survey,86.58,86.74,0.53,84.09,0.86,1.36,No,38,4.0,0,0.035333333333333335,0.022749999999999916,0.144,0.11400000000000006,0.0,0.013600000000000001,0.31666666666666665,8.0743,High priority / low risk
MSN-2023-011257,DRN-0744,2023-01-29,08:49:36,DJI,Construction Progress,97.73,87.73,1.21,93.81,1.08,23.85,No,14,1.2,0,0.08066666666666666,0.0,0.23200000000000004,0.0,0.0,0.23850000000000002,0.11666666666666667,8.097333333333335,High priority / low risk
MSN-2022-008786,DRN-0468,2022-03-20,08:27:20,Custom,Search and Rescue,96.57,83.99,1.48,95.64,1.07,22.84,No,11,3.1,0,0.09866666666666667,0.0,0.22800000000000004,0.0,0.0,0.2284,0.09166666666666666,8.106533333333335,High priority / low risk
MSN-2025-000277,DRN-0286,2025-01-25,00:41:38,DJI,Stockpile Measurement,94.56,81.08,1.7,82.87,0.38,12.41,No,44,3.8,0,0.11333333333333333,0.05324999999999989,0.0,0.0,0.0,0.1241,0.36666666666666664,8.111299999999998,High priority / low risk
